epoch,accuracy,loss,val_accuracy,val_loss
0,0.9843999743461609,0.0478723905980587,0.6551666855812073,0.7359076142311096
1,0.9967166781425476,0.014379885978996754,0.7446666955947876,0.29407379031181335
2,0.9970999956130981,0.014201939105987549,0.9961666464805603,0.14843440055847168
3,0.9973166584968567,0.014427178539335728,0.6356666684150696,1.3009215593338013
4,0.9985833168029785,0.007684273179620504,0.9980000257492065,0.04355519264936447
5,0.9980499744415283,0.009769494645297527,0.8043333292007446,0.3487730324268341
6,0.9988166689872742,0.007222926709800959,0.3258333206176758,5.795841217041016
7,0.9978500008583069,0.011360055766999722,0.9986666440963745,0.010685411281883717
8,0.9989166855812073,0.006535035092383623,0.9961666464805603,0.09995876997709274
9,0.9986666440963745,0.007391664199531078,0.8286666870117188,0.9726665019989014
10,0.9987833499908447,0.007587463594973087,0.9940000176429749,0.1546257883310318
11,0.9984833598136902,0.008449102751910686,0.8351666927337646,0.19158779084682465
12,0.9991166591644287,0.0058169071562588215,0.9991666674613953,0.013632222078740597
13,0.9984333515167236,0.0075493017211556435,0.8096666932106018,0.8416544795036316
14,0.9987000226974487,0.007042002398520708,0.6675000190734863,1.545771598815918
15,0.9987666606903076,0.007135301362723112,0.8273333311080933,0.358933687210083
16,0.9991000294685364,0.005622786935418844,0.3258333206176758,3.0726730823516846
17,0.9979333281517029,0.009735825471580029,0.9980000257492065,0.06973356008529663
18,0.9989833235740662,0.0059271096251904964,0.9993333220481873,0.011546907015144825
19,0.9992666840553284,0.004932050127536058,0.9994999766349792,0.006707313004881144
20,0.9991000294685364,0.005944403354078531,0.9975000023841858,0.010857237502932549
21,0.9991666674613953,0.00572890043258667,0.999666690826416,0.008749231696128845
22,0.9991333484649658,0.006867335643619299,0.8199999928474426,0.39178764820098877
23,0.9990333318710327,0.00728276651352644,0.8130000233650208,0.5674540996551514
24,0.9994333386421204,0.004890138749033213,0.999666690826416,0.005752832628786564
25,0.9985833168029785,0.007798551116138697,0.9829999804496765,0.07733868062496185
26,0.9993000030517578,0.005036968272179365,0.6420000195503235,2.575866460800171
27,0.9992499947547913,0.005122418515384197,0.9136666655540466,0.13646596670150757
28,0.9989833235740662,0.006465514190495014,0.6648333072662354,4.074579238891602
29,0.9990666508674622,0.005647778511047363,0.9978333115577698,0.009554465301334858
30,0.9992499947547913,0.004625249188393354,0.9629999995231628,0.06053810194134712
31,0.9992166757583618,0.004622375126928091,0.9523333311080933,0.181025892496109
32,0.9992166757583618,0.004194685257971287,0.7793333530426025,0.6259445548057556
33,0.9994666576385498,0.0036198031157255173,0.999666690826416,0.007786132860928774
34,0.9990000128746033,0.00576031906530261,0.9978333115577698,0.03390435874462128
35,0.9994333386421204,0.003709130920469761,0.9988333582878113,0.036394018679857254
36,0.9993500113487244,0.0036585484631359577,0.8330000042915344,0.40034863352775574
37,0.9987666606903076,0.00664706202223897,0.9973333477973938,0.024785183370113373
38,0.9994166493415833,0.00357542815618217,0.9965000152587891,0.07008194178342819
39,0.9994000196456909,0.003384089097380638,0.9956666827201843,0.07711850851774216
40,0.9993666410446167,0.0029650533106178045,0.8196666836738586,0.37796419858932495
41,0.9985833168029785,0.00630708783864975,0.9621666669845581,0.0691266804933548
42,0.9993333220481873,0.0029751169495284557,0.9993333220481873,0.0038943684194236994
43,0.999666690826416,0.0025483521167188883,0.9971666932106018,0.022814003750681877
44,0.9995333552360535,0.002771656261757016,0.8353333473205566,0.2759242057800293
45,0.9998000264167786,0.0017367618856951594,0.6446666717529297,1.1441574096679688
46,0.9989166855812073,0.00557264219969511,0.9581666588783264,0.09767922013998032
47,0.9993666410446167,0.0032838399056345224,0.9951666593551636,0.04528462141752243
48,0.9994500279426575,0.003014995716512203,0.9798333048820496,0.06326055526733398
49,0.9995666742324829,0.002339213155210018,0.9618333578109741,0.10932251065969467
50,0.9991999864578247,0.003095736727118492,0.8205000162124634,0.2843618094921112
51,0.9996333122253418,0.0024557244032621384,0.7993333339691162,0.3003104329109192
52,0.9996333122253418,0.0019008012022823095,0.734333336353302,0.4180563986301422
53,0.9994500279426575,0.0029587086755782366,0.7806666493415833,0.3183926045894623
54,0.9995333552360535,0.00303310202434659,0.9986666440963745,0.06970556825399399
55,0.9993666410446167,0.0027870764024555683,0.7571666836738586,0.9939784407615662
56,0.9994999766349792,0.0037391167134046555,0.4858333468437195,3.099069118499756
57,0.9997666478157043,0.0014529709005728364,0.3258333206176758,5.525161266326904
58,0.9994500279426575,0.003371522529050708,0.5066666603088379,1.2405273914337158
59,0.9995833039283752,0.0022798997815698385,0.8508333563804626,0.198172926902771
60,0.999666690826416,0.0017688528168946505,0.7956666946411133,1.3889861106872559
61,0.999833345413208,0.0017041221726685762,0.8348333239555359,0.46291470527648926
62,0.9996833205223083,0.002055689226835966,0.6301666498184204,1.7088351249694824
63,0.9997000098228455,0.0020051219034940004,0.4410000145435333,2.3458499908447266
64,0.9992833137512207,0.004631342366337776,0.3529999852180481,6.076746940612793
65,0.9994500279426575,0.004017945379018784,0.40700000524520874,8.123310089111328
66,0.9997166395187378,0.0027908775955438614,0.4858333468437195,6.940787315368652
67,0.9991166591644287,0.004718158859759569,0.7566666603088379,1.1258296966552734
68,0.9995666742324829,0.004184315912425518,0.3291666805744171,4.00944185256958
69,0.999666690826416,0.0019191165920346975,0.7559999823570251,1.020847201347351
70,0.9997666478157043,0.0016417406732216477,0.43700000643730164,2.7161858081817627
71,0.999666690826416,0.002252027625218034,0.3264999985694885,3.2446300983428955
72,0.9997833371162415,0.0016180751845240593,0.3258333206176758,4.7873029708862305
73,0.9996833205223083,0.0019846369978040457,0.43700000643730164,5.756402492523193
74,0.9997166395187378,0.002422570250928402,0.3258333206176758,5.725354194641113
75,0.9996500015258789,0.002038700971752405,0.8226666450500488,0.3030707538127899
76,0.9996333122253418,0.0019778856076300144,0.3258333206176758,8.005159378051758
77,0.9997166395187378,0.0017625312320888042,0.3258333206176758,18.84592628479004
78,0.9997333288192749,0.0012807161547243595,0.4713333249092102,6.792205810546875
79,0.9996333122253418,0.0024690446443855762,0.8008333444595337,0.27070075273513794
0,0.954200029373169,0.13343913853168488,0.9458333253860474,0.3921395242214203
1,0.9740833044052124,0.08100447058677673,0.7940000295639038,0.45265334844589233
